wastewater_treatment_plant.name,collection_date,target,loq,lod,gc_per_lww
STEP Porrentruy,2024-04-07,RSV-N,32880,6000,3119.2007
STEP Porrentruy,2024-04-07,SARS-N1,32880,6000,124899.5
STEP Porrentruy,2024-04-07,SARS-N2,32880,6000,121773.734
ARA Region Bern,2024-04-08,IAV-M,32880,6000,-0
ARA Region Bern,2024-04-08,IBV-M,32880,6000,16923.041
ARA Region Bern,2024-04-08,RSV-N,32880,6000,-0
ARA Region Bern,2024-04-08,SARS-N1,32880,6000,135523.27
ARA Region Bern,2024-04-08,SARS-N2,32880,6000,144004.03
ARA Sensetal,2024-04-08,IAV-M,32880,6000,-0
ARA Sensetal,2024-04-08,IAV-M,32880,6000,-0
ARA Sensetal,2024-04-08,IBV-M,32880,6000,2796.9646
ARA Sensetal,2024-04-08,IBV-M,32880,6000,2543.551
ARA Sensetal,2024-04-08,RSV-N,32880,6000,2543.551
ARA Sensetal,2024-04-08,RSV-N,32880,6000,5594.065
ARA Sensetal,2024-04-08,SARS-N1,32880,6000,13986.177
ARA Sensetal,2024-04-08,SARS-N1,32880,6000,27985.219
ARA Sensetal,2024-04-08,SARS-N2,32880,6000,11188.67
ARA Sensetal,2024-04-08,SARS-N2,32880,6000,17807.209
ARA Buholz,2024-04-08,IAV-M,32880,6000,2678.0083
ARA Buholz,2024-04-08,IAV-M,32880,6000,2375.3713
ARA Buholz,2024-04-08,IBV-M,32880,6000,16629.648
ARA Buholz,2024-04-08,IBV-M,32880,6000,10712.777
ARA Buholz,2024-04-08,RSV-N,32880,6000,2375.3713
ARA Buholz,2024-04-08,RSV-N,32880,6000,8034.397
ARA Buholz,2024-04-08,SARS-N1,32880,6000,30887.443
ARA Buholz,2024-04-08,SARS-N1,32880,6000,40183.156
ARA Buholz,2024-04-08,SARS-N2,32880,6000,50903.383
ARA Buholz,2024-04-08,SARS-N2,32880,6000,35640.82
ARA Schwyz,2024-04-08,IAV-M,32880,6000,-0
ARA Schwyz,2024-04-08,IAV-M,32880,6000,-0
ARA Schwyz,2024-04-08,IBV-M,32880,6000,2427.0347
ARA Schwyz,2024-04-08,IBV-M,32880,6000,5436.489
ARA Schwyz,2024-04-08,RSV-N,32880,6000,2718.1807
ARA Schwyz,2024-04-08,RSV-N,32880,6000,2427.0347
ARA Schwyz,2024-04-08,SARS-N1,32880,6000,51667.3
ARA Schwyz,2024-04-08,SARS-N1,32880,6000,60706.457
ARA Schwyz,2024-04-08,SARS-N2,32880,6000,43506.234
ARA Schwyz,2024-04-08,SARS-N2,32880,6000,60706.457
ARA Basel/Prorheno,2024-04-08,IAV-M,32880,6000,2480.9954
ARA Basel/Prorheno,2024-04-08,IAV-M,32880,6000,5165.4053
ARA Basel/Prorheno,2024-04-08,IBV-M,32880,6000,54606.51
ARA Basel/Prorheno,2024-04-08,IBV-M,32880,6000,59430.047
ARA Basel/Prorheno,2024-04-08,RSV-N,32880,6000,2480.9954
ARA Basel/Prorheno,2024-04-08,RSV-N,32880,6000,2582.645
ARA Basel/Prorheno,2024-04-08,SARS-N1,32880,6000,22332.793
ARA Basel/Prorheno,2024-04-08,SARS-N1,32880,6000,23247.96
ARA Basel/Prorheno,2024-04-08,SARS-N2,32880,6000,20664.39
ARA Basel/Prorheno,2024-04-08,SARS-N2,32880,6000,42191.41
ARA Altenrhein,2024-04-08,IAV-M,32880,6000,5090.126
ARA Altenrhein,2024-04-08,IAV-M,32880,6000,-0
ARA Altenrhein,2024-04-08,IBV-M,32880,6000,7244.2993
ARA Altenrhein,2024-04-08,IBV-M,32880,6000,12726.155
ARA Altenrhein,2024-04-08,RSV-N,32880,6000,2414.6653
ARA Altenrhein,2024-04-08,RSV-N,32880,6000,10180.7
ARA Altenrhein,2024-04-08,SARS-N1,32880,6000,9659.267
ARA Altenrhein,2024-04-08,SARS-N1,32880,6000,10180.7
ARA Altenrhein,2024-04-08,SARS-N2,32880,6000,7635.357
ARA Altenrhein,2024-04-08,SARS-N2,32880,6000,12074.336
CDA Lugano,2024-04-08,IAV-M,32880,6000,-0
CDA Lugano,2024-04-08,IAV-M,32880,6000,3089.5251
CDA Lugano,2024-04-08,IBV-M,32880,6000,9133.353
CDA Lugano,2024-04-08,IBV-M,32880,6000,9269.07
CDA Lugano,2024-04-08,RSV-N,32880,6000,12359.091
CDA Lugano,2024-04-08,RSV-N,32880,6000,18268.15
CDA Lugano,2024-04-08,SARS-N1,32880,6000,70059.28
CDA Lugano,2024-04-08,SARS-N1,32880,6000,40176.71
CDA Lugano,2024-04-08,SARS-N2,32880,6000,97496.91
CDA Lugano,2024-04-08,SARS-N2,32880,6000,46360.223
STEP Aire,2024-04-08,IAV-M,32880,6000,2766.312
STEP Aire,2024-04-08,IAV-M,32880,6000,5499.8545
STEP Aire,2024-04-08,IBV-M,32880,6000,11066.042
STEP Aire,2024-04-08,IBV-M,32880,6000,8249.978
STEP Aire,2024-04-08,RSV-N,32880,6000,5532.7563
STEP Aire,2024-04-08,RSV-N,32880,6000,2749.8618
STEP Aire,2024-04-08,SARS-N1,32880,6000,71967.164
STEP Aire,2024-04-08,SARS-N1,32880,6000,55022.105
STEP Aire,2024-04-08,SARS-N2,32880,6000,38509.973
STEP Aire,2024-04-08,SARS-N2,32880,6000,74736.93
STEP Porrentruy,2024-04-08,IAV-M,32880,6000,-0
STEP Porrentruy,2024-04-08,IAV-M,32880,6000,-0
STEP Porrentruy,2024-04-08,IBV-M,32880,6000,2537.0757
STEP Porrentruy,2024-04-08,IBV-M,32880,6000,-0
STEP Porrentruy,2024-04-08,RSV-N,32880,6000,2537.0757
STEP Porrentruy,2024-04-08,RSV-N,32880,6000,2486.2244
STEP Porrentruy,2024-04-08,SARS-N1,32880,6000,50762.688
STEP Porrentruy,2024-04-08,SARS-N1,32880,6000,42280.363
STEP Porrentruy,2024-04-08,SARS-N2,32880,6000,40606.586
STEP Porrentruy,2024-04-08,SARS-N2,32880,6000,34816.87
ARA Werdhoelzli,2024-04-09,IAV-M,32880,6000,3269.1497
ARA Werdhoelzli,2024-04-09,IAV-M,32880,6000,6097.4126
ARA Werdhoelzli,2024-04-09,IBV-M,32880,6000,3048.6257
ARA Werdhoelzli,2024-04-09,IBV-M,32880,6000,9808.003
ARA Werdhoelzli,2024-04-09,RSV-N,32880,6000,-0
ARA Werdhoelzli,2024-04-09,RSV-N,32880,6000,3048.6257
ARA Werdhoelzli,2024-04-09,SARS-N1,32880,6000,68691
ARA Werdhoelzli,2024-04-09,SARS-N1,32880,6000,67106.94
ARA Werdhoelzli,2024-04-09,SARS-N2,32880,6000,81784.26
ARA Werdhoelzli,2024-04-09,SARS-N2,32880,6000,88475.49
ARA Region Bern,2024-04-09,IAV-M,32880,6000,-0
ARA Region Bern,2024-04-09,IAV-M,32880,6000,-0
ARA Region Bern,2024-04-09,IBV-M,32880,6000,-0
ARA Region Bern,2024-04-09,IBV-M,32880,6000,13581.323
ARA Region Bern,2024-04-09,RSV-N,32880,6000,5432.1465
ARA Region Bern,2024-04-09,RSV-N,32880,6000,8317.645
ARA Region Bern,2024-04-09,SARS-N1,32880,6000,30503.883
ARA Region Bern,2024-04-09,SARS-N1,32880,6000,21731.648
ARA Region Bern,2024-04-09,SARS-N2,32880,6000,27165.838
ARA Region Bern,2024-04-09,SARS-N2,32880,6000,38825.918
ARA Schwyz,2024-04-09,IAV-M,32880,6000,-0
ARA Schwyz,2024-04-09,IAV-M,32880,6000,-0
ARA Schwyz,2024-04-09,IBV-M,32880,6000,2437.4739
ARA Schwyz,2024-04-09,IBV-M,32880,6000,7310.263
ARA Schwyz,2024-04-09,RSV-N,32880,6000,-0
ARA Schwyz,2024-04-09,RSV-N,32880,6000,2436.6516
ARA Schwyz,2024-04-09,SARS-N1,32880,6000,14626.384
ARA Schwyz,2024-04-09,SARS-N1,32880,6000,9747.223
ARA Schwyz,2024-04-09,SARS-N2,32880,6000,17064.475
ARA Schwyz,2024-04-09,SARS-N2,32880,6000,9747.223
ARA Zuchwil,2024-04-09,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-09,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-09,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-09,IAV-M,32880,6000,4625.758
ARA Zuchwil,2024-04-09,IBV-M,32880,6000,4625.758
ARA Zuchwil,2024-04-09,IBV-M,32880,6000,2618.2073
ARA Zuchwil,2024-04-09,IBV-M,32880,6000,-0
ARA Zuchwil,2024-04-09,IBV-M,32880,6000,2475.7883
ARA Zuchwil,2024-04-09,RSV-N,32880,6000,9903.789
ARA Zuchwil,2024-04-09,RSV-N,32880,6000,4625.758
ARA Zuchwil,2024-04-09,RSV-N,32880,6000,2618.2073
ARA Zuchwil,2024-04-09,RSV-N,32880,6000,-0
ARA Zuchwil,2024-04-09,SARS-N1,32880,6000,8343.256
ARA Zuchwil,2024-04-09,SARS-N1,32880,6000,2618.2073
ARA Zuchwil,2024-04-09,SARS-N1,32880,6000,-0
ARA Zuchwil,2024-04-09,SARS-N1,32880,6000,11565.089
ARA Zuchwil,2024-04-09,SARS-N2,32880,6000,-0
ARA Zuchwil,2024-04-09,SARS-N2,32880,6000,2475.7883
ARA Zuchwil,2024-04-09,SARS-N2,32880,6000,9251.886
ARA Zuchwil,2024-04-09,SARS-N2,32880,6000,-0
ARA Chur,2024-04-09,IAV-M,32880,6000,-0
ARA Chur,2024-04-09,IAV-M,32880,6000,-0
ARA Chur,2024-04-09,IAV-M,32880,6000,-0
ARA Chur,2024-04-09,IAV-M,32880,6000,-0
ARA Chur,2024-04-09,IBV-M,32880,6000,-0
ARA Chur,2024-04-09,IBV-M,32880,6000,-0
ARA Chur,2024-04-09,IBV-M,32880,6000,-0
ARA Chur,2024-04-09,IBV-M,32880,6000,-0
ARA Chur,2024-04-09,RSV-N,32880,6000,-0
ARA Chur,2024-04-09,RSV-N,32880,6000,2735.1582
ARA Chur,2024-04-09,RSV-N,32880,6000,5120.109
ARA Chur,2024-04-09,RSV-N,32880,6000,-0
ARA Chur,2024-04-09,SARS-N1,32880,6000,23044.062
ARA Chur,2024-04-09,SARS-N1,32880,6000,26830.426
ARA Chur,2024-04-09,SARS-N1,32880,6000,15605.6875
ARA Chur,2024-04-09,SARS-N1,32880,6000,35567.156
ARA Chur,2024-04-09,SARS-N2,32880,6000,25605.08
ARA Chur,2024-04-09,SARS-N2,32880,6000,20808.52
ARA Chur,2024-04-09,SARS-N2,32880,6000,41040.97
ARA Chur,2024-04-09,SARS-N2,32880,6000,34881.98
STEP Vidy,2024-04-09,IAV-M,32880,6000,7604.5527
STEP Vidy,2024-04-09,IAV-M,32880,6000,2714.8613
STEP Vidy,2024-04-09,IBV-M,32880,6000,10139.625
STEP Vidy,2024-04-09,IBV-M,32880,6000,13575.582
STEP Vidy,2024-04-09,RSV-N,32880,6000,5069.5903
STEP Vidy,2024-04-09,RSV-N,32880,6000,8144.967
STEP Vidy,2024-04-09,SARS-N1,32880,6000,38019.664
STEP Vidy,2024-04-09,SARS-N1,32880,6000,60864.45
STEP Vidy,2024-04-09,SARS-N2,32880,6000,65939.38
STEP Vidy,2024-04-09,SARS-N2,32880,6000,54321.465
STEP Neuchatel,2024-04-09,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-09,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-09,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-09,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-09,IBV-M,32880,6000,-0
STEP Neuchatel,2024-04-09,IBV-M,32880,6000,7534.833
STEP Neuchatel,2024-04-09,IBV-M,32880,6000,2481.4214
STEP Neuchatel,2024-04-09,IBV-M,32880,6000,4567.0977
STEP Neuchatel,2024-04-09,RSV-N,32880,6000,2481.4214
STEP Neuchatel,2024-04-09,RSV-N,32880,6000,-0
STEP Neuchatel,2024-04-09,RSV-N,32880,6000,2844.169
STEP Neuchatel,2024-04-09,RSV-N,32880,6000,-0
STEP Neuchatel,2024-04-09,SARS-N1,32880,6000,57792.168
STEP Neuchatel,2024-04-09,SARS-N1,32880,6000,41116.87
STEP Neuchatel,2024-04-09,SARS-N1,32880,6000,56909.99
STEP Neuchatel,2024-04-09,SARS-N1,32880,6000,47165.23
STEP Neuchatel,2024-04-09,SARS-N2,32880,6000,56909.99
STEP Neuchatel,2024-04-09,SARS-N2,32880,6000,42198.656
STEP Neuchatel,2024-04-09,SARS-N2,32880,6000,45223.734
STEP Neuchatel,2024-04-09,SARS-N2,32880,6000,57114.668
STEP Aire,2024-04-09,IAV-M,32880,6000,2506.8184
STEP Aire,2024-04-09,IAV-M,32880,6000,4763.1714
STEP Aire,2024-04-09,IBV-M,32880,6000,7520.781
STEP Aire,2024-04-09,IBV-M,32880,6000,7144.905
STEP Aire,2024-04-09,RSV-N,32880,6000,-0
STEP Aire,2024-04-09,RSV-N,32880,6000,5013.745
STEP Aire,2024-04-09,SARS-N1,32880,6000,69104.43
STEP Aire,2024-04-09,SARS-N1,32880,6000,52666.027
STEP Aire,2024-04-09,SARS-N2,32880,6000,85797.2
STEP Aire,2024-04-09,SARS-N2,32880,6000,67722.28
STEP Porrentruy,2024-04-09,IAV-M,32880,6000,-0
STEP Porrentruy,2024-04-09,IBV-M,32880,6000,-0
STEP Porrentruy,2024-04-09,RSV-N,32880,6000,-0
STEP Porrentruy,2024-04-09,SARS-N1,32880,6000,37968.074
STEP Porrentruy,2024-04-09,SARS-N2,32880,6000,35046.566
ARA Sensetal,2024-04-10,IAV-M,32880,6000,-0
ARA Sensetal,2024-04-10,IAV-M,32880,6000,-0
ARA Sensetal,2024-04-10,IBV-M,32880,6000,-0
ARA Sensetal,2024-04-10,IBV-M,32880,6000,3564.2651
ARA Sensetal,2024-04-10,RSV-N,32880,6000,-0
ARA Sensetal,2024-04-10,RSV-N,32880,6000,-0
ARA Sensetal,2024-04-10,SARS-N1,32880,6000,14258.379
ARA Sensetal,2024-04-10,SARS-N1,32880,6000,6089.383
ARA Sensetal,2024-04-10,SARS-N2,32880,6000,6089.383
ARA Sensetal,2024-04-10,SARS-N2,32880,6000,7128.75
ARA Buholz,2024-04-10,IAV-M,32880,6000,-0
ARA Buholz,2024-04-10,IAV-M,32880,6000,-0
ARA Buholz,2024-04-10,IBV-M,32880,6000,2845.429
ARA Buholz,2024-04-10,IBV-M,32880,6000,14483.817
ARA Buholz,2024-04-10,RSV-N,32880,6000,-0
ARA Buholz,2024-04-10,RSV-N,32880,6000,5690.9985
ARA Buholz,2024-04-10,SARS-N1,32880,6000,17074.676
ARA Buholz,2024-04-10,SARS-N1,32880,6000,20278.361
ARA Buholz,2024-04-10,SARS-N2,32880,6000,17074.676
ARA Buholz,2024-04-10,SARS-N2,32880,6000,20278.361
ARA Basel/Prorheno,2024-04-10,IAV-M,32880,6000,2971.8242
ARA Basel/Prorheno,2024-04-10,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2024-04-10,IBV-M,32880,6000,-0
ARA Basel/Prorheno,2024-04-10,IBV-M,32880,6000,2971.8242
ARA Basel/Prorheno,2024-04-10,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2024-04-10,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2024-04-10,SARS-N1,32880,6000,14586.705
ARA Basel/Prorheno,2024-04-10,SARS-N1,32880,6000,20805.979
ARA Basel/Prorheno,2024-04-10,SARS-N2,32880,6000,17833.238
ARA Basel/Prorheno,2024-04-10,SARS-N2,32880,6000,29177.094
ARA Altenrhein,2024-04-10,IAV-M,32880,6000,3177.1494
ARA Altenrhein,2024-04-10,IAV-M,32880,6000,-0
ARA Altenrhein,2024-04-10,IAV-M,32880,6000,-0
ARA Altenrhein,2024-04-10,IBV-M,32880,6000,6354.4736
ARA Altenrhein,2024-04-10,IBV-M,32880,6000,2797.0999
ARA Altenrhein,2024-04-10,IBV-M,32880,6000,2555.0188
ARA Altenrhein,2024-04-10,RSV-N,32880,6000,-0
ARA Altenrhein,2024-04-10,RSV-N,32880,6000,5110.1504
ARA Altenrhein,2024-04-10,RSV-N,32880,6000,-0
ARA Altenrhein,2024-04-10,SARS-N1,32880,6000,9531.973
ARA Altenrhein,2024-04-10,SARS-N1,32880,6000,17887.504
ARA Altenrhein,2024-04-10,SARS-N1,32880,6000,13986.854
ARA Altenrhein,2024-04-10,SARS-N2,32880,6000,19582.543
ARA Altenrhein,2024-04-10,SARS-N2,32880,6000,17887.504
ARA Altenrhein,2024-04-10,SARS-N2,32880,6000,12709.6455
CDA Lugano,2024-04-10,IAV-M,32880,6000,-0
CDA Lugano,2024-04-10,IAV-M,32880,6000,-0
CDA Lugano,2024-04-10,IBV-M,32880,6000,11717.711
CDA Lugano,2024-04-10,IBV-M,32880,6000,4797.7646
CDA Lugano,2024-04-10,RSV-N,32880,6000,2398.8325
CDA Lugano,2024-04-10,RSV-N,32880,6000,2929.205
CDA Lugano,2024-04-10,SARS-N1,32880,6000,7196.7964
CDA Lugano,2024-04-10,SARS-N1,32880,6000,14647.511
CDA Lugano,2024-04-10,SARS-N2,32880,6000,9595.928
CDA Lugano,2024-04-10,SARS-N2,32880,6000,17577.459
ARA Werdhoelzli,2024-04-11,IAV-M,32880,6000,2726
ARA Werdhoelzli,2024-04-11,IAV-M,32880,6000,-0
ARA Werdhoelzli,2024-04-11,IBV-M,32880,6000,13631.287
ARA Werdhoelzli,2024-04-11,IBV-M,32880,6000,8578.516
ARA Werdhoelzli,2024-04-11,RSV-N,32880,6000,14298.234
ARA Werdhoelzli,2024-04-11,RSV-N,32880,6000,2726
ARA Werdhoelzli,2024-04-11,SARS-N1,32880,6000,60076.36
ARA Werdhoelzli,2024-04-11,SARS-N1,32880,6000,54544.445
ARA Werdhoelzli,2024-04-11,SARS-N2,32880,6000,81835.98
ARA Werdhoelzli,2024-04-11,SARS-N2,32880,6000,54352.117
ARA Region Bern,2024-04-11,IAV-M,32880,6000,-0
ARA Region Bern,2024-04-11,IAV-M,32880,6000,-0
ARA Region Bern,2024-04-11,IBV-M,32880,6000,7438.516
ARA Region Bern,2024-04-11,IBV-M,32880,6000,8705.124
ARA Region Bern,2024-04-11,RSV-N,32880,6000,4958.9043
ARA Region Bern,2024-04-11,RSV-N,32880,6000,2901.562
ARA Region Bern,2024-04-11,SARS-N1,32880,6000,23216.576
ARA Region Bern,2024-04-11,SARS-N1,32880,6000,27279.24
ARA Region Bern,2024-04-11,SARS-N2,32880,6000,31925.197
ARA Region Bern,2024-04-11,SARS-N2,32880,6000,44645.46
ARA Schwyz,2024-04-11,IAV-M,32880,6000,-0
ARA Schwyz,2024-04-11,IAV-M,32880,6000,-0
ARA Schwyz,2024-04-11,IBV-M,32880,6000,-0
ARA Schwyz,2024-04-11,IBV-M,32880,6000,2192.3074
ARA Schwyz,2024-04-11,RSV-N,32880,6000,-0
ARA Schwyz,2024-04-11,RSV-N,32880,6000,9578.834
ARA Schwyz,2024-04-11,SARS-N1,32880,6000,41668.062
ARA Schwyz,2024-04-11,SARS-N1,32880,6000,64687.95
ARA Schwyz,2024-04-11,SARS-N2,32880,6000,67085.19
ARA Schwyz,2024-04-11,SARS-N2,32880,6000,61416.055
ARA Zuchwil,2024-04-11,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-11,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-11,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-11,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-11,IBV-M,32880,6000,-0
ARA Zuchwil,2024-04-11,IBV-M,32880,6000,-0
ARA Zuchwil,2024-04-11,IBV-M,32880,6000,7260.0703
ARA Zuchwil,2024-04-11,IBV-M,32880,6000,6966.9316
ARA Zuchwil,2024-04-11,RSV-N,32880,6000,-0
ARA Zuchwil,2024-04-11,RSV-N,32880,6000,-0
ARA Zuchwil,2024-04-11,RSV-N,32880,6000,5313.307
ARA Zuchwil,2024-04-11,RSV-N,32880,6000,-0
ARA Zuchwil,2024-04-11,SARS-N1,32880,6000,8143.436
ARA Zuchwil,2024-04-11,SARS-N1,32880,6000,7260.0703
ARA Zuchwil,2024-04-11,SARS-N1,32880,6000,13934.702
ARA Zuchwil,2024-04-11,SARS-N1,32880,6000,10627.103
ARA Zuchwil,2024-04-11,SARS-N2,32880,6000,6966.9316
ARA Zuchwil,2024-04-11,SARS-N2,32880,6000,2656.5925
ARA Zuchwil,2024-04-11,SARS-N2,32880,6000,-0
ARA Zuchwil,2024-04-11,SARS-N2,32880,6000,4839.946
ARA Basel/Prorheno,2024-04-11,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2024-04-11,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2024-04-11,IBV-M,32880,6000,17170.197
ARA Basel/Prorheno,2024-04-11,IBV-M,32880,6000,14130.459
ARA Basel/Prorheno,2024-04-11,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2024-04-11,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2024-04-11,SARS-N1,32880,6000,19783.611
ARA Basel/Prorheno,2024-04-11,SARS-N1,32880,6000,20604.85
ARA Basel/Prorheno,2024-04-11,SARS-N2,32880,6000,22610.393
ARA Basel/Prorheno,2024-04-11,SARS-N2,32880,6000,54962.594
ARA Chur,2024-04-11,IAV-M,32880,6000,11361.303
ARA Chur,2024-04-11,IAV-M,32880,6000,-0
ARA Chur,2024-04-11,IAV-M,32880,6000,2727.6724
ARA Chur,2024-04-11,IAV-M,32880,6000,2353.5134
ARA Chur,2024-04-11,IBV-M,32880,6000,2727.6724
ARA Chur,2024-04-11,IBV-M,32880,6000,5680.3726
ARA Chur,2024-04-11,IBV-M,32880,6000,5525.616
ARA Chur,2024-04-11,IBV-M,32880,6000,14122.519
ARA Chur,2024-04-11,RSV-N,32880,6000,-0
ARA Chur,2024-04-11,RSV-N,32880,6000,5525.616
ARA Chur,2024-04-11,RSV-N,32880,6000,5680.3726
ARA Chur,2024-04-11,RSV-N,32880,6000,2353.5134
ARA Chur,2024-04-11,SARS-N1,32880,6000,81886.22
ARA Chur,2024-04-11,SARS-N1,32880,6000,68201.336
ARA Chur,2024-04-11,SARS-N1,32880,6000,70647.125
ARA Chur,2024-04-11,SARS-N1,32880,6000,82939.75
ARA Chur,2024-04-11,SARS-N2,32880,6000,62514.816
ARA Chur,2024-04-11,SARS-N2,32880,6000,88473.305
ARA Chur,2024-04-11,SARS-N2,32880,6000,87349.42
ARA Chur,2024-04-11,SARS-N2,32880,6000,82430.04
STEP Vidy,2024-04-11,IAV-M,32880,6000,2515.4365
STEP Vidy,2024-04-11,IAV-M,32880,6000,2468.9148
STEP Vidy,2024-04-11,IBV-M,32880,6000,9876.292
STEP Vidy,2024-04-11,IBV-M,32880,6000,-0
STEP Vidy,2024-04-11,RSV-N,32880,6000,12345.629
STEP Vidy,2024-04-11,RSV-N,32880,6000,2515.4365
STEP Vidy,2024-04-11,SARS-N1,32880,6000,46927.426
STEP Vidy,2024-04-11,SARS-N1,32880,6000,35226.074
STEP Vidy,2024-04-11,SARS-N2,32880,6000,39515.297
STEP Vidy,2024-04-11,SARS-N2,32880,6000,50329.535
STEP Neuchatel,2024-04-11,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-11,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-11,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-11,IAV-M,32880,6000,-0
STEP Neuchatel,2024-04-11,IBV-M,32880,6000,13642.547
STEP Neuchatel,2024-04-11,IBV-M,32880,6000,15021.041
STEP Neuchatel,2024-04-11,IBV-M,32880,6000,16081.833
STEP Neuchatel,2024-04-11,IBV-M,32880,6000,10124.529
STEP Neuchatel,2024-04-11,RSV-N,32880,6000,-0
STEP Neuchatel,2024-04-11,RSV-N,32880,6000,-0
STEP Neuchatel,2024-04-11,RSV-N,32880,6000,6820.871
STEP Neuchatel,2024-04-11,RSV-N,32880,6000,-0
STEP Neuchatel,2024-04-11,SARS-N1,32880,6000,37531.24
STEP Neuchatel,2024-04-11,SARS-N1,32880,6000,38662.246
STEP Neuchatel,2024-04-11,SARS-N1,32880,6000,25314.648
STEP Neuchatel,2024-04-11,SARS-N1,32880,6000,15021.041
STEP Neuchatel,2024-04-11,SARS-N2,32880,6000,37531.24
STEP Neuchatel,2024-04-11,SARS-N2,32880,6000,17719.09
STEP Neuchatel,2024-04-11,SARS-N2,32880,6000,25037.238
STEP Neuchatel,2024-04-11,SARS-N2,32880,6000,34112.406
STEP Aire,2024-04-11,IAV-M,32880,6000,4771.2314
STEP Aire,2024-04-11,IBV-M,32880,6000,2385.5667
STEP Aire,2024-04-11,RSV-N,32880,6000,2385.5667
STEP Aire,2024-04-11,SARS-N1,32880,6000,69221.44
STEP Aire,2024-04-11,SARS-N2,32880,6000,71609.86
STEP Porrentruy,2024-04-11,IAV-M,32880,6000,-0
STEP Porrentruy,2024-04-11,IAV-M,32880,6000,-0
STEP Porrentruy,2024-04-11,IBV-M,32880,6000,3227.8916
STEP Porrentruy,2024-04-11,IBV-M,32880,6000,5153.6616
STEP Porrentruy,2024-04-11,RSV-N,32880,6000,7730.6646
STEP Porrentruy,2024-04-11,RSV-N,32880,6000,9684.216
STEP Porrentruy,2024-04-11,SARS-N1,32880,6000,9684.216
STEP Porrentruy,2024-04-11,SARS-N1,32880,6000,15462.362
STEP Porrentruy,2024-04-11,SARS-N2,32880,6000,12912.647
STEP Porrentruy,2024-04-11,SARS-N2,32880,6000,15462.362
ARA Werdhoelzli,2024-04-12,IAV-M,32880,6000,2991.8206
ARA Werdhoelzli,2024-04-12,IAV-M,32880,6000,-0
ARA Werdhoelzli,2024-04-12,IBV-M,32880,6000,17953.246
ARA Werdhoelzli,2024-04-12,IBV-M,32880,6000,16090.041
ARA Werdhoelzli,2024-04-12,RSV-N,32880,6000,12871.674
ARA Werdhoelzli,2024-04-12,RSV-N,32880,6000,5983.796
ARA Werdhoelzli,2024-04-12,SARS-N1,32880,6000,103053.734
ARA Werdhoelzli,2024-04-12,SARS-N1,32880,6000,92818.52
ARA Werdhoelzli,2024-04-12,SARS-N2,32880,6000,113798.18
ARA Werdhoelzli,2024-04-12,SARS-N2,32880,6000,109500.695
ARA Sensetal,2024-04-12,IAV-M,32880,6000,-0
ARA Sensetal,2024-04-12,IAV-M,32880,6000,-0
ARA Sensetal,2024-04-12,IBV-M,32880,6000,7199.784
ARA Sensetal,2024-04-12,IBV-M,32880,6000,9763.824
ARA Sensetal,2024-04-12,RSV-N,32880,6000,3254.425
ARA Sensetal,2024-04-12,RSV-N,32880,6000,-0
ARA Sensetal,2024-04-12,SARS-N1,32880,6000,13018.8
ARA Sensetal,2024-04-12,SARS-N1,32880,6000,14400.466
ARA Sensetal,2024-04-12,SARS-N2,32880,6000,13018.8
ARA Sensetal,2024-04-12,SARS-N2,32880,6000,14400.466
ARA Buholz,2024-04-12,IAV-M,32880,6000,-0
ARA Buholz,2024-04-12,IAV-M,32880,6000,-0
ARA Buholz,2024-04-12,IBV-M,32880,6000,5695.7646
ARA Buholz,2024-04-12,IBV-M,32880,6000,2830.6587
ARA Buholz,2024-04-12,RSV-N,32880,6000,8492.393
ARA Buholz,2024-04-12,RSV-N,32880,6000,5695.7646
ARA Buholz,2024-04-12,SARS-N1,32880,6000,48140.062
ARA Buholz,2024-04-12,SARS-N1,32880,6000,74088.76
ARA Buholz,2024-04-12,SARS-N2,32880,6000,59472.965
ARA Buholz,2024-04-12,SARS-N2,32880,6000,74088.76
ARA Zuchwil,2024-04-12,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-12,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-12,IAV-M,32880,6000,-0
ARA Zuchwil,2024-04-12,IAV-M,32880,6000,-0
